Unnamed: 0,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,1.0,13.0,4.0,16.0,21404.16,2.41,0.0,-29.06,2809.066,1.6869999999999998,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.7,0.0,0.0,20030202,1,0,12.01,12.28,24.6,02/03/2020 17:46:59,0,1,0.0,0.0,0.0
,Mixed / non conventional,1.0,13.0,16.0,7.0,31316.86,2.41,0.0,12.13,-2241.8179999999998,1.6869999999999998,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.7,0.0,0.0,20030202,2,0,12.01,12.28,24.6,02/03/2020 17:46:59,0,0,0.0,0.0,0.0
,Mixed / non conventional,1.0,13.0,7.0,19.0,66029.87,2.41,0.0,-63.78,1969.479,1.6869999999999998,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.7,0.0,0.0,20030202,3,0,12.01,12.28,24.6,02/03/2020 17:46:59,0,0,0.0,0.0,0.0
,Mixed / non conventional,1.0,13.0,19.0,10.0,-81269.66,2.42,0.0,65.3,-2424.038,1.6869999999999998,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.7,0.0,0.0,20030202,4,0,12.01,12.28,24.6,02/03/2020 17:46:59,0,0,0.0,0.0,0.0
,Mixed / non conventional,1.0,13.0,10.0,22.0,-62509.26,2.42,0.0,-34.8,2663.5290000000005,1.6869999999999998,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.7,0.0,0.0,20030202,5,0,12.01,12.28,24.6,02/03/2020 17:46:59,0,0,0.0,0.0,0.0
,Mixed / non conventional,4.0,16.0,7.0,19.0,20206.07,1.43,0.0,-71.53,2528.2960000000003,1.608,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,31.1,0.0,0.0,20030202,1,0,12.04,12.28,24.6,02/03/2020 17:47:01,0,1,0.0,0.0,0.0
,Mixed / non conventional,4.0,16.0,19.0,10.0,32864.23,1.45,0.0,65.45,-2242.993,1.608,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,31.1,0.0,0.0,20030202,2,0,12.04,12.28,24.6,02/03/2020 17:47:01,0,0,0.0,0.0,0.0
,Mixed / non conventional,4.0,16.0,10.0,22.0,70470.3,1.45,0.0,-31.24,2004.0079999999998,1.608,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,31.1,0.0,0.0,20030202,3,0,12.04,12.28,24.6,02/03/2020 17:47:01,0,0,0.0,0.0,0.0
,Mixed / non conventional,4.0,16.0,22.0,1.0,26697.96,1.46,0.0,91.39,-2581.371,1.608,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,31.1,0.0,0.0,20030202,4,0,12.04,12.28,24.6,02/03/2020 17:47:01,0,0,0.0,0.0,0.0
,Mixed / non conventional,4.0,16.0,1.0,13.0,22582.79,1.45,0.0,-170.48,2825.685,1.608,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,31.1,0.0,0.0,20030202,5,0,12.04,12.28,24.6,02/03/2020 17:47:01,0,0,0.0,0.0,0.0
,Mixed / non conventional,7.0,19.0,10.0,22.0,20429.77,0.24,0.0,-33.7,2815.885,1.771,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,28.1,0.0,0.0,20030202,1,0,12.04,12.28,24.6,02/03/2020 17:47:03,0,1,0.0,0.0,0.0
,Mixed / non conventional,7.0,19.0,22.0,1.0,22633.92,0.26,0.0,52.66,-2410.669,1.771,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,28.1,0.0,0.0,20030202,2,0,12.04,12.28,24.6,02/03/2020 17:47:03,0,0,0.0,0.0,0.0
,Mixed / non conventional,7.0,19.0,1.0,13.0,68885.75,0.27,0.0,-98.21,2157.885,1.771,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,28.1,0.0,0.0,20030202,3,0,12.04,12.28,24.6,02/03/2020 17:47:03,0,0,0.0,0.0,0.0
,Mixed / non conventional,7.0,19.0,13.0,4.0,32901.53,0.22,0.0,233.53,-2473.581,1.771,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,28.1,0.0,0.0,20030202,4,0,12.04,12.28,24.6,02/03/2020 17:47:03,0,0,0.0,0.0,0.0
,Mixed / non conventional,7.0,19.0,4.0,16.0,20005.81,0.22,0.0,-259.52,2757.45,1.771,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,28.1,0.0,0.0,20030202,5,0,12.04,12.28,24.6,02/03/2020 17:47:03,0,0,0.0,0.0,0.0
,Mixed / non conventional,10.0,22.0,1.0,13.0,-62034.86,0.46,0.0,-91.85,2694.708,1.719,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.1,0.0,0.0,20030202,1,0,12.04,12.28,24.6,02/03/2020 17:47:05,0,1,0.0,0.0,0.0
,Mixed / non conventional,10.0,22.0,13.0,4.0,-73437.23,0.44,0.0,176.89,-2233.008,1.719,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.1,0.0,0.0,20030202,2,0,12.04,12.28,24.6,02/03/2020 17:47:05,0,0,0.0,0.0,0.0
,Mixed / non conventional,10.0,22.0,4.0,16.0,66353.19,0.44,0.0,-176.06,2017.6029999999998,1.719,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.1,0.0,0.0,20030202,3,0,12.04,12.28,24.6,02/03/2020 17:47:05,0,0,0.0,0.0,0.0
,Mixed / non conventional,10.0,22.0,16.0,7.0,32658.59,0.42,0.0,215.16,-2383.322,1.719,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.1,0.0,0.0,20030202,4,0,12.04,12.28,24.6,02/03/2020 17:47:05,0,0,0.0,0.0,0.0
,Mixed / non conventional,10.0,22.0,7.0,19.0,19454.21,0.39,0.0,-341.25,2602.797,1.719,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,50,0,29.1,0.0,0.0,20030202,5,0,12.04,12.28,24.6,02/03/2020 17:47:05,0,0,0.0,0.0,0.0
