100
1	1	1	1	13	1	4	1	16	1689.1036548831635
2	1	1	1	13	1	16	1	7	-1347.899340922708
3	1	1	1	13	1	7	1	19	1184.1228280407431
4	1	1	1	13	1	19	1	10	-1457.5638106650688
5	1	1	1	13	1	10	1	22	1601.7579388855604
6	1	4	1	16	1	7	1	19	1485.2522045855378
7	1	4	1	16	1	19	1	10	-1317.4132863021753
8	1	4	1	16	1	10	1	22	1177.039976484421
9	1	4	1	16	1	22	1	1	-1515.7184009406233
10	1	4	1	16	1	1	1	13	1659.493239271017
11	1	7	1	19	1	10	1	22	1521.831891891892
12	1	7	1	19	1	22	1	1	-1303.3227027027026
13	1	7	1	19	1	1	1	13	1166.7443243243245
14	1	7	1	19	1	13	1	4	-1337.2254054054054
15	1	7	1	19	1	4	1	16	1490.4464864864863
16	1	10	1	22	1	1	1	13	1551.357512953368
17	1	10	1	22	1	13	1	4	-1285.8508923431202
18	1	10	1	22	1	4	1	16	1161.4565342544618
19	1	10	1	22	1	16	1	7	-1370.8589522164655
20	1	10	1	22	1	7	1	19	1497.3212435233163
21	1	13	1	25	1	16	1	28	1638.6689295039164
22	1	13	1	25	1	28	1	19	-1477.739947780679
23	1	13	1	25	1	19	1	31	1324.6088772845953
24	1	13	1	25	1	31	1	22	-1464.5989556135771
25	1	13	1	25	1	22	1	34	1570.3702349869452
26	1	16	1	28	1	19	1	31	1627.2175965665235
27	1	16	1	28	1	31	1	22	-1468.23347639485
28	1	16	1	28	1	22	1	34	1272.085407725322
29	1	16	1	28	1	34	1	13	-1462.343347639485
30	1	16	1	28	1	13	1	25	1650.775107296137
31	1	19	1	31	1	22	1	34	1625.849655902594
32	1	19	1	31	1	34	1	13	-1496.490735839068
33	1	19	1	31	1	13	1	25	1379.752249867655
34	1	19	1	31	1	25	1	16	-1518.6061408152461
35	1	19	1	31	1	16	1	28	1683.330862890418
36	1	22	1	34	1	13	1	25	1606.2205455600697
37	1	22	1	34	1	25	1	16	-1437.3122460824143
38	1	22	1	34	1	16	1	28	1292.8949506674403
39	1	22	1	34	1	28	1	19	-1446.297736506094
40	1	22	1	34	1	19	1	31	1599.1073708647707
41	1	25	1	37	1	28	1	40	1488.4935983827495
42	1	25	1	37	1	40	1	31	-1313.210242587601
43	1	25	1	37	1	31	1	43	1216.6559973045821
44	1	25	1	37	1	43	1	34	-1401.4342991913747
45	1	25	1	37	1	34	1	46	1471.292115902965
46	1	28	1	40	1	31	1	43	1493.0295103957076
47	1	28	1	40	1	43	1	34	-1364.0975855130787
48	1	28	1	40	1	34	1	46	1269.517773306506
49	1	28	1	40	1	46	1	25	-1424.5043594902752
50	1	28	1	40	1	25	1	37	1553.9570757880617
51	1	31	1	43	1	34	1	46	1461.3202247191011
52	1	31	1	43	1	46	1	25	-1297.3262172284644
53	1	31	1	43	1	25	1	37	1267.9176029962548
54	1	31	1	43	1	37	1	28	-1425.0262172284645
55	1	31	1	43	1	28	1	40	1491.067041198502
56	1	34	1	46	1	25	1	37	1553.1894250513344
57	1	34	1	46	1	37	1	28	-1391.6093429158109
58	1	34	1	46	1	28	1	40	1284.498459958932
59	1	34	1	46	1	40	1	31	-1418.9553388090349
60	1	34	1	46	1	31	1	43	1480.3449691991784
61	1	37	1	49	1	40	1	52	580.4927679809789
62	1	37	1	49	1	52	1	43	-476.33742817515355
63	1	37	1	49	1	43	1	55	435.4479889042996
64	1	37	1	49	1	55	1	46	-519.9595799484842
65	1	37	1	49	1	46	1	58	555.3617990885674
66	1	40	1	52	1	43	1	55	582.4022757697456
67	1	40	1	52	1	55	1	46	-491.85475234270416
68	1	40	1	52	1	46	1	58	456.67218875502004
69	1	40	1	52	1	58	1	37	-541.686077643909
70	1	40	1	52	1	37	1	49	576.6415662650603
71	1	43	1	55	1	46	1	58	555.4230312623664
72	1	43	1	55	1	58	1	37	-471.70340324495453
73	1	43	1	55	1	37	1	49	434.32884843688174
74	1	43	1	55	1	49	1	40	-544.0431341511675
75	1	43	1	55	1	40	1	52	584.9244163039177
76	1	46	1	58	1	37	1	49	553.9370310825294
77	1	46	1	58	1	49	1	40	-487.6425509110397
78	1	46	1	58	1	40	1	52	458.9445337620579
79	1	46	1	58	1	52	1	43	-524.0219721329047
80	1	46	1	58	1	43	1	55	555.816988210075
81	1	49	1	61	1	52	1	64	274.7643333333333
82	1	49	1	61	1	64	1	55	-238.85244444444444
83	1	49	1	61	1	55	1	67	202.63588888888887
84	1	49	1	61	1	67	1	58	-240.6246666666667
85	1	49	1	61	1	58	1	70	272.6635555555556
86	1	52	1	64	1	55	1	67	267.6815631834173
87	1	52	1	64	1	67	1	58	-229.93144432823044
88	1	52	1	64	1	58	1	70	201.86935437862505
89	1	52	1	64	1	70	1	49	-240.88656460967954
90	1	52	1	64	1	49	1	61	276.5606161452885
91	1	55	1	67	1	58	1	70	270.99990915697674
92	1	55	1	67	1	70	1	49	-233.61346293604655
93	1	55	1	67	1	49	1	61	201.57394622093025
94	1	55	1	67	1	61	1	52	-236.25163517441862
95	1	55	1	67	1	52	1	64	264.7917877906977
96	1	58	1	70	1	49	1	61	273.0792723081989
97	1	58	1	70	1	61	1	52	-232.82927230819888
98	1	58	1	70	1	52	1	64	201.1862034902865
99	1	58	1	70	1	64	1	55	-241.79338162660517
100	1	58	1	70	1	55	1	67	272.6334376028976
