         274
    1      1      2      3      4   -0.2107812330E+02
    2      2      3      4      5   -0.2213969064E+02
    3      3      4      5      6   -0.2104897120E+02
    4      4      5      6      7   -0.3585223946E+02
    5      5      6      7      8   -0.3804806401E+02
    6      6      7      8      9   -0.6979727462E+02
    7      7      8      9     10   -0.6522228468E+02
    8      8      9     10     11   -0.6309820008E+02
    9      9     10     11     12   -0.6531231328E+02
   10     10     11     12     13   -0.6385023737E+02
   11     11     12     13     14   -0.6827242481E+02
   12     12     13     14     15   -0.5632001366E+02
   13     13     14     15     16   -0.3066091872E+02
   14     14     15     16     17   -0.2069806331E+02
   15     15     16     17     18   -0.2128676155E+02
   16     16     17     18     19   -0.2356641217E+02
   17     17     18     19     20   -0.2199727644E+02
   18     18     19     20     21   -0.2095713407E+02
   19     19     20     21     22   -0.2018139614E+02
   20     20     21     22     23   -0.2437031565E+02
   21     21     22     23     24   -0.2640629767E+02
   22      1      2      4      5   -0.3088614017E+01
   23      2      3      5      6   -0.3097856220E+01
   24      3      4      6      7   -0.6106691090E+01
   25      4      5      7      8   -0.8629741968E+01
   26      5      6      8      9   -0.9439846676E+01
   27      6      7      9     10   -0.1840242207E+02
   28      7      8     10     11   -0.1699180941E+02
   29      8      9     11     12   -0.1682475231E+02
   30      9     10     12     13   -0.1715534772E+02
   31     10     11     13     14   -0.1845543160E+02
   32     11     12     14     15   -0.1368763628E+02
   33     12     13     15     16   -0.6732540743E+01
   34     13     14     16     17   -0.5239456168E+01
   35     14     15     17     18   -0.3264361146E+01
   36     15     16     18     19   -0.3573295419E+01
   37     16     17     19     20   -0.3777463095E+01
   38     17     18     20     21   -0.3395125308E+01
   39     18     19     21     22   -0.3312599024E+01
   40     19     20     22     23   -0.3917261204E+01
   41     20     21     23     24   -0.5066474453E+01
   42      1      2      5      6   -0.7314483177E+00
   43      2      3      6      7   -0.1383745741E+01
   44      3      4      7      8   -0.2108360795E+01
   45      4      5      8      9   -0.3202460876E+01
   46      5      6      9     10   -0.3714500441E+01
   47      6      7     10     11   -0.7477004014E+01
   48      7      8     11     12   -0.7125622202E+01
   49      8      9     12     13   -0.7269191771E+01
   50      9     10     13     14   -0.7842181021E+01
   51     10     11     14     15   -0.5337211453E+01
   52     11     12     15     16   -0.2518161931E+01
   53     12     13     16     17   -0.1924177897E+01
   54     13     14     17     18   -0.1658400057E+01
   55     14     15     18     19   -0.9622674542E+00
   56     15     16     19     20   -0.9424308685E+00
   57     16     17     20     21   -0.9727533598E+00
