x,y,z
-20,31.4159265358979,0
-15.5290498664437,31.4159265358979,0
-11.0580997328873,31.4159265358979,0
-6.58714959933097,31.4159265358979,0
-2.11619946577463,31.4159265358979,0
2.35475066778171,31.4159265358979,0.138239508946469
6.82570080133805,31.4159265358979,1.12034740194252
11.2966509348944,31.4159265358979,2.8652385778164
15.7676010684507,31.4159265358979,5.02981740129598
20.2385512020071,31.4159265358979,7.18849867483125
24.7095013355634,31.4159265358979,8.91707812352539
29.1804514691198,31.4159265358979,9.87535096770626
33.6514016026761,31.4159265358979,9.87535096770626
38.1223517362324,31.4159265358979,8.91707812352539
42.5933018697888,31.4159265358979,7.18849867483125
47.0642520033451,31.4159265358979,5.02981740129598
51.5352021369015,31.4159265358979,2.8652385778164
56.0061522704578,31.4159265358979,1.12034740194251
60.4771024040142,31.4159265358979,0.138239508946469
64.9480525375705,31.4159265358979,0
69.4190026711268,31.4159265358979,0
73.8899528046832,31.4159265358979,0
78.3609029382395,31.4159265358979,0
82.8318530717959,31.4159265358979,0
31.4159265358979,-20,0
31.4159265358979,-15.3258248603729,0
31.4159265358979,-10.6516497207458,0
31.4159265358979,-5.97747458111875,0
31.4159265358979,-1.30329944149166,0
31.4159265358979,3.37087569813542,0.281632475763834
31.4159265358979,8.04505083776251,1.5327209850337
31.4159265358979,12.7192259773896,3.52783530784731
31.4159265358979,17.3934011170167,5.83869041676013
31.4159265358979,22.0675762566438,7.96968100920928
31.4159265358979,26.7417513962708,9.46353375061191
31.4159265358979,31.4159265358979,9.9997345819783
31.4159265358979,36.090101675525,9.46353375061191
31.4159265358979,40.7642768151521,7.96968100920928
31.4159265358979,45.4384519547792,5.83869041676012
31.4159265358979,50.1126270944063,3.5278353078473
31.4159265358979,54.7868022340334,1.53272098503369
31.4159265358979,59.4609773736604,0.281632475763834
31.4159265358979,64.1351525132875,0
31.4159265358979,68.8093276529146,0
31.4159265358979,73.4835027925417,0
31.4159265358979,78.1576779321688,0
31.4159265358979,82.8318530717959,0
