         274
    1      1      2      3      4   -0.2107851608E+02      397.32067
    2      2      3      4      5   -0.2214051424E+02      417.33886
    3      3      4      5      6   -0.2105142301E+02      396.80998
    4      4      5      6      7   -0.3587287566E+02      676.18778
    5      5      6      7      8   -0.3810845977E+02      718.32754
    6      6      7      8      9   -0.7013926973E+02     1322.09409
    7      7      8      9     10   -0.6646112619E+02     1252.76271
    8      8      9     10     11   -0.6688739997E+02     1260.79779
    9      9     10     11     12   -0.4640096430E+02      874.63757
   10     10     11     12     13   -0.3556441363E+02      670.37340
   11     11     12     13     14   -0.2488734176E+02      469.11534
   12     12     13     14     15   -0.2568669003E+02      484.18270
   13     13     14     15     16   -0.2267757777E+02      427.46227
   14     14     15     16     17   -0.2153752098E+02      405.97271
   15     15     16     17     18   -0.2147377706E+02      404.77116
   16     16     17     18     19   -0.2360564057E+02      444.95584
   17     17     18     19     20   -0.2201190551E+02      414.91464
   18     18     19     20     21   -0.2096369141E+02      395.15627
   19     19     20     21     22   -0.2018587875E+02      380.49485
   20     20     21     22     23   -0.2437370844E+02      459.43358
   21     21     22     23     24   -0.2640927480E+02      497.80310
   22      1      2      4      5   -0.3089598289E+01      232.95022
   23      2      3      5      6   -0.3099390681E+01      233.68855
   24      3      4      6      7   -0.6114466858E+01      461.01994
   25      4      5      7      8   -0.8660782540E+01      653.00762
   26      5      6      8      9   -0.9540663580E+01      719.34909
   27      6      7      9     10   -0.1910892762E+02     1440.77920
   28      7      8     10     11   -0.1867885565E+02     1408.35254
   29      8      9     11     12   -0.1202208583E+02      906.44392
   30      9     10     12     13   -0.1178459583E+02      888.53759
   31     10     11     13     14   -0.1021979315E+02      770.55425
   32     11     12     14     15   -0.5974779028E+01      450.48773
   33     12     13     15     16   -0.4679243932E+01      352.80668
   34     13     14     16     17   -0.3843594242E+01      289.80018
   35     14     15     17     18   -0.3454188382E+01      260.43967
   36     15     16     18     19   -0.3657814903E+01      275.79275
   37     16     17     19     20   -0.3801188274E+01      286.60284
   38     17     18     20     21   -0.3404879698E+01      256.72188
   39     18     19     21     22   -0.3318918581E+01      250.24057
   40     19     20     22     23   -0.3921834019E+01      295.69932
   41     20     21     23     24   -0.5069285952E+01      382.21516
   42      1      2      5      6   -0.7332647923E+00      138.21716
   43      2      3      6      7   -0.1388524905E+01      261.73078
   44      3      4      7      8   -0.2119931688E+01      399.59771
   45      4      5      8      9   -0.3253464317E+01      613.26358
   46      5      6      9     10   -0.3914697420E+01      737.90308
   47      6      7     10     11   -0.8410563101E+01     1585.35380
   48      7      8     11     12   -0.5118542326E+01      964.82250
   49      8      9     12     13   -0.4837192435E+01      911.78929
   50      9     10     13     14   -0.4892472309E+01      922.20930
   51     10     11     14     15   -0.3962396709E+01      746.89418
   52     11     12     15     16   -0.1676681436E+01      316.04701
   53     12     13     16     17   -0.1344007209E+01      253.33939
   54     13     14     17     18   -0.1191533507E+01      224.59877
   55     14     15     18     19   -0.1024911070E+01      193.19119
   56     15     16     19     20   -0.9885791685E+00      186.34278
   57     16     17     20     21   -0.9879866742E+00      186.23110
   58     17     18     21     22   -0.1036414937E+01      195.35961
   59     18     19     22     23   -0.1284416454E+01      242.10680
   60     19     20     23     24   -0.1507963719E+01      284.24446
   61      1      2      6      7   -0.5706270992E+00      215.12135
   62      2      3      7      8   -0.6220203167E+00      234.49613
   63      3      4      8      9   -0.9293662669E+00      350.36283
   64      4      5      9     10   -0.1605934123E+01      605.42290
   65      5      6     10     11   -0.2087581551E+01      786.99970
   66      6      7     11     12   -0.2768178377E+01     1043.57866
   67      7      8     12     13   -0.2509935329E+01      946.22333
   68      8      9     13     14   -0.2469398321E+01      930.94123
   69      9     10     14     15   -0.2215916099E+01      835.38069
   70     10     11     15     16   -0.1407118784E+01      530.47128
   71     11     12     16     17   -0.6722205156E+00      253.42116
   72     12     13     17     18   -0.6058591606E+00      228.40352
   73     13     14     18     19   -0.5507511288E+00      207.62828
   74     14     15     19     20   -0.4372354921E+00      164.83390
   75     15     16     20     21   -0.3890750665E+00      146.67784
   76     16     17     21     22   -0.4822070955E+00      181.78779
   77     17     18     22     23   -0.6284911317E+00      236.93557
